hdl:1774.2/2086 levy:034.004
hdl:1774.2/30456 levy:038.075
hdl:1774.2/30457 levy:147.087
hdl:1774.2/30458 levy:096.191
hdl:1774.2/30459 levy:106.058
hdl:1774.2/30460 levy:072.045
hdl:1774.2/30461 levy:156.067a
hdl:1774.2/30462 levy:020.081
hdl:1774.2/30463 levy:079.080
hdl:1774.2/30464 levy:046.023
hdl:1774.2/30465 levy:150.112
hdl:1774.2/30466 levy:004.028
hdl:1774.2/30467 levy:047.002
hdl:1774.2/30468 levy:190.093
hdl:1774.2/30469 levy:110.060
hdl:1774.2/30470 levy:158.151b
hdl:1774.2/30471 levy:118.085
hdl:1774.2/30472 levy:054.121
hdl:1774.2/30473 levy:108.065
hdl:1774.2/30474 levy:174.026
hdl:1774.2/30475 levy:152.031
hdl:1774.2/30476 levy:144.147
hdl:1774.2/30477 levy:125.085
hdl:1774.2/30478 levy:155.133
hdl:1774.2/30479 levy:175.028
hdl:1774.2/30480 levy:028.033
hdl:1774.2/30481 levy:191.159
hdl:1774.2/30482 levy:046.009
hdl:1774.2/30483 levy:091.019
hdl:1774.2/30484 levy:032.023
hdl:1774.2/30485 levy:057.126
hdl:1774.2/30486 levy:193.104
hdl:1774.2/30487 levy:081.117
hdl:1774.2/30488 levy:105.047
hdl:1774.2/30489 levy:051.026
hdl:1774.2/30490 levy:099.025
hdl:1774.2/30491 levy:109.087
hdl:1774.2/30492 levy:140.023
hdl:1774.2/30493 levy:001.077
hdl:1774.2/30494 levy:072.092
hdl:1774.2/30495 levy:106.118
hdl:1774.2/30496 levy:007.081
hdl:1774.2/30497 levy:175.012
hdl:1774.2/30498 levy:193.216
hdl:1774.2/30499 levy:080.187c
hdl:1774.2/30500 levy:179.108
hdl:1774.2/30501 levy:189.098
hdl:1774.2/30502 levy:063.056
hdl:1774.2/30503 levy:183.122
hdl:1774.2/30504 levy:079.230
hdl:1774.2/30505 levy:155.147a
hdl:1774.2/30506 levy:146.049
hdl:1774.2/30507 levy:028.115
hdl:1774.2/30508 levy:132.139
hdl:1774.2/30509 levy:106.166
hdl:1774.2/30510 levy:105.028
hdl:1774.2/30511 levy:152.034
hdl:1774.2/30512 levy:143.082
hdl:1774.2/30513 levy:074.127
hdl:1774.2/30514 levy:063.006
hdl:1774.2/30515 levy:093.003
hdl:1774.2/30516 levy:168.116
hdl:1774.2/30517 levy:032.116
hdl:1774.2/30518 levy:125.010
hdl:1774.2/30519 levy:124.076
hdl:1774.2/30520 levy:156.073
hdl:1774.2/30521 levy:003.144
hdl:1774.2/30522 levy:155.114
hdl:1774.2/30523 levy:081.162a
hdl:1774.2/30524 levy:057.147
hdl:1774.2/30525 levy:115.039
hdl:1774.2/30526 levy:111.074
hdl:1774.2/30527 levy:157.045a
hdl:1774.2/30528 levy:132.020
hdl:1774.2/30529 levy:143.016
hdl:1774.2/30530 levy:190.131
hdl:1774.2/30531 levy:031.197
hdl:1774.2/30532 levy:190.208
hdl:1774.2/30533 levy:101.052
hdl:1774.2/30534 levy:004.065
hdl:1774.2/30535 levy:135.108
hdl:1774.2/30536 levy:117.067
hdl:1774.2/30537 levy:071.023
hdl:1774.2/30538 levy:116.136
hdl:1774.2/30539 levy:141.160
hdl:1774.2/30540 levy:068.173
hdl:1774.2/30541 levy:179.085
hdl:1774.2/30542 levy:101.093
hdl:1774.2/30543 levy:104.017
hdl:1774.2/30544 levy:155.092
hdl:1774.2/30545 levy:166.102
hdl:1774.2/30546 levy:065.004
hdl:1774.2/30547 levy:003.139a
hdl:1774.2/30548 levy:180.038
hdl:1774.2/30549 levy:131.010
hdl:1774.2/30550 levy:009.076
hdl:1774.2/30551 levy:181.021
hdl:1774.2/30552 levy:074.158
hdl:1774.2/30553 levy:150.100
hdl:1774.2/30554 levy:065.084
hdl:1774.2/30555 levy:098.181
hdl:1774.2/30556 levy:028.161
hdl:1774.2/30557 levy:127.019
hdl:1774.2/30558 levy:033.062
hdl:1774.2/30559 levy:090.135
hdl:1774.2/30560 levy:116.035
hdl:1774.2/30561 levy:151.124
hdl:1774.2/30562 levy:190.124
hdl:1774.2/30563 levy:190.214
hdl:1774.2/30564 levy:131.091
hdl:1774.2/30565 levy:168.035
hdl:1774.2/30566 levy:068.018
hdl:1774.2/30567 levy:110.099
hdl:1774.2/30568 levy:016.105
hdl:1774.2/30569 levy:085.039
hdl:1774.2/30570 levy:059.104
hdl:1774.2/30571 levy:091.096
hdl:1774.2/30572 levy:122.072
hdl:1774.2/30573 levy:000.022
hdl:1774.2/30574 levy:096.030
hdl:1774.2/30575 levy:174.147
hdl:1774.2/30576 levy:190.116
hdl:1774.2/30577 levy:165.047
hdl:1774.2/30578 levy:020.117
hdl:1774.2/30579 levy:023.046
hdl:1774.2/30580 levy:142.086
hdl:1774.2/30581 levy:076.014
hdl:1774.2/30582 levy:080.052
hdl:1774.2/30583 levy:015.012
hdl:1774.2/30584 levy:014.088
hdl:1774.2/30585 levy:066.082
hdl:1774.2/30586 levy:092.113
hdl:1774.2/30587 levy:148.203
hdl:1774.2/30588 levy:013.124
hdl:1774.2/30589 levy:005.012
hdl:1774.2/30590 levy:191b.118
hdl:1774.2/30591 levy:036.103
hdl:1774.2/30592 levy:081.054
hdl:1774.2/30593 levy:026.120
hdl:1774.2/30594 levy:193.220
hdl:1774.2/30595 levy:142.107
hdl:1774.2/30596 levy:061.125
hdl:1774.2/30597 levy:184.021
hdl:1774.2/30598 levy:165.037
hdl:1774.2/30599 levy:177.003
hdl:1774.2/30600 levy:075.092
hdl:1774.2/30601 levy:104.108
hdl:1774.2/30602 levy:191b.060
hdl:1774.2/30603 levy:182.127
hdl:1774.2/30604 levy:118.059
hdl:1774.2/30605 levy:145.010
hdl:1774.2/30606 levy:001.019
hdl:1774.2/30607 levy:067.015
hdl:1774.2/30608 levy:102.126
hdl:1774.2/30609 levy:106.157
hdl:1774.2/30610 levy:100.069
hdl:1774.2/30611 levy:173.075
hdl:1774.2/30612 levy:148.090
hdl:1774.2/30613 levy:106.165
hdl:1774.2/30614 levy:047.042
hdl:1774.2/30615 levy:048.128
hdl:1774.2/30616 levy:144.107
hdl:1774.2/30617 levy:127.042
hdl:1774.2/30618 levy:085.006
hdl:1774.2/30619 levy:013.092
hdl:1774.2/30620 levy:120.079
hdl:1774.2/30621 levy:166.101
hdl:1774.2/30622 levy:032.038
hdl:1774.2/30623 levy:186.046
hdl:1774.2/30624 levy:129.059
hdl:1774.2/30625 levy:001.055
hdl:1774.2/30626 levy:090.105
hdl:1774.2/30627 levy:193.036
hdl:1774.2/30628 levy:121.022
hdl:1774.2/30629 levy:191b.066
hdl:1774.2/30630 levy:136.042
hdl:1774.2/30631 levy:115.016
hdl:1774.2/30632 levy:060.037
hdl:1774.2/30633 levy:154.002
hdl:1774.2/30634 levy:030.025
hdl:1774.2/30635 levy:035.065
hdl:1774.2/30636 levy:159.023
hdl:1774.2/30637 levy:047.011
hdl:1774.2/30638 levy:042.129a
hdl:1774.2/30639 levy:166.137
hdl:1774.2/30640 levy:006.024
hdl:1774.2/30641 levy:173.084
hdl:1774.2/30642 levy:110.053
hdl:1774.2/30643 levy:072.144
hdl:1774.2/30644 levy:189.077c
hdl:1774.2/30645 levy:132.006a
hdl:1774.2/30646 levy:175.082
hdl:1774.2/30647 levy:079.136
hdl:1774.2/30648 levy:006.018
hdl:1774.2/30649 levy:027.103
hdl:1774.2/30650 levy:087.019
hdl:1774.2/30651 levy:098.008
hdl:1774.2/30652 levy:054.138
hdl:1774.2/30653 levy:035.094
hdl:1774.2/30654 levy:147.008
hdl:1774.2/30655 levy:189.104
hdl:1774.2/30656 levy:034.046
hdl:1774.2/30657 levy:060.019
hdl:1774.2/30658 levy:155.143
hdl:1774.2/30659 levy:140.149
hdl:1774.2/30660 levy:166.140
hdl:1774.2/30661 levy:115.158
hdl:1774.2/30662 levy:076.032
hdl:1774.2/30663 levy:098.152
hdl:1774.2/30664 levy:149.113
hdl:1774.2/30665 levy:078.219
hdl:1774.2/30666 levy:143.080
hdl:1774.2/30667 levy:118.008
hdl:1774.2/30668 levy:092.110
hdl:1774.2/30669 levy:154a.110
hdl:1774.2/30670 levy:016.135
hdl:1774.2/30671 levy:046.028
hdl:1774.2/30672 levy:043.090a
hdl:1774.2/30673 levy:053.069
hdl:1774.2/30674 levy:190.043
hdl:1774.2/30675 levy:120.096
hdl:1774.2/30676 levy:014.035g
hdl:1774.2/30677 levy:102.134
hdl:1774.2/30678 levy:017.098
hdl:1774.2/30679 levy:116.066
hdl:1774.2/30680 levy:097.071
hdl:1774.2/30681 levy:138.089
hdl:1774.2/30682 levy:043.154
hdl:1774.2/30683 levy:050.017
hdl:1774.2/30684 levy:037.003f
hdl:1774.2/30685 levy:033.038
hdl:1774.2/30686 levy:154a.024
hdl:1774.2/30687 levy:076.158
hdl:1774.2/30688 levy:043.064
hdl:1774.2/30689 levy:068.115
hdl:1774.2/30690 levy:156.216
hdl:1774.2/30691 levy:074.082
hdl:1774.2/30692 levy:042.034a
hdl:1774.2/30693 levy:132.074d
hdl:1774.2/30694 levy:080.064
hdl:1774.2/30695 levy:012.010
hdl:1774.2/30696 levy:078.115
hdl:1774.2/30697 levy:093.030
hdl:1774.2/30698 levy:094.033
hdl:1774.2/30699 levy:098.164
hdl:1774.2/30700 levy:190.123
hdl:1774.2/30701 levy:149.051
hdl:1774.2/30702 levy:151.019
hdl:1774.2/30703 levy:001.106
hdl:1774.2/30704 levy:140.044
hdl:1774.2/30705 levy:103.047
hdl:1774.2/30706 levy:097.219
hdl:1774.2/30707 levy:066.010
hdl:1774.2/30708 levy:110.157
hdl:1774.2/30709 levy:080.128
hdl:1774.2/30710 levy:045.037
hdl:1774.2/30711 levy:080.177
hdl:1774.2/30712 levy:136.075
hdl:1774.2/30713 levy:064.085
hdl:1774.2/30714 levy:121.052
hdl:1774.2/30715 levy:162.065
hdl:1774.2/30716 levy:155.178
hdl:1774.2/30717 levy:141.061
hdl:1774.2/30718 levy:144.102
hdl:1774.2/30719 levy:175.076
hdl:1774.2/30720 levy:058.041
hdl:1774.2/30721 levy:118.087
hdl:1774.2/30722 levy:075.184
hdl:1774.2/30723 levy:141.158
hdl:1774.2/30724 levy:082.115
hdl:1774.2/30725 levy:140.145
hdl:1774.2/30726 levy:151.042
hdl:1774.2/30727 levy:023.004
hdl:1774.2/30728 levy:065.080
hdl:1774.2/30729 levy:140.019
hdl:1774.2/30730 levy:049.082
hdl:1774.2/30731 levy:053.066
hdl:1774.2/30732 levy:115.042
hdl:1774.2/30733 levy:183.053
hdl:1774.2/30734 levy:138.123
hdl:1774.2/30735 levy:155.205a
hdl:1774.2/30736 levy:060.165
hdl:1774.2/30737 levy:134.080
hdl:1774.2/30738 levy:140.101
hdl:1774.2/30739 levy:033.057
hdl:1774.2/30740 levy:031.154
hdl:1774.2/30741 levy:135.039
hdl:1774.2/30742 levy:193.135
hdl:1774.2/30743 levy:038.120
hdl:1774.2/30744 levy:047.134
hdl:1774.2/30745 levy:170.150
hdl:1774.2/30746 levy:074.148
hdl:1774.2/30747 levy:141.013
hdl:1774.2/30748 levy:032.056
hdl:1774.2/30749 levy:112.074
hdl:1774.2/30750 levy:155.148b
hdl:1774.2/30751 levy:068.047
hdl:1774.2/30752 levy:036.089
hdl:1774.2/30753 levy:113.044
hdl:1774.2/30754 levy:090.096
hdl:1774.2/30755 levy:126.062
hdl:1774.2/30756 levy:140.164
hdl:1774.2/30757 levy:137.111
hdl:1774.2/30758 levy:072.127
hdl:1774.2/30759 levy:031.056
hdl:1774.2/30760 levy:028.143
hdl:1774.2/30761 levy:081.079
hdl:1774.2/30762 levy:092.135
hdl:1774.2/30763 levy:184.082
hdl:1774.2/30764 levy:104.018
hdl:1774.2/30765 levy:126.056
hdl:1774.2/30766 levy:130.010
hdl:1774.2/30767 levy:154a.193
hdl:1774.2/30768 levy:167.110
hdl:1774.2/30769 levy:170.103
hdl:1774.2/30770 levy:048.017
hdl:1774.2/30771 levy:117.075
hdl:1774.2/30772 levy:031.128
hdl:1774.2/30773 levy:048.122
hdl:1774.2/30774 levy:034.101
hdl:1774.2/30775 levy:154a.187a
hdl:1774.2/30776 levy:012.024
hdl:1774.2/30777 levy:123.051
hdl:1774.2/30778 levy:112.028
hdl:1774.2/30779 levy:160.082
hdl:1774.2/30780 levy:078.097
hdl:1774.2/30781 levy:191a.218
hdl:1774.2/30782 levy:174.033
hdl:1774.2/30783 levy:058.123
hdl:1774.2/30784 levy:157.111
hdl:1774.2/30785 levy:115.185a
hdl:1774.2/30786 levy:191.058
hdl:1774.2/30787 levy:092.006
hdl:1774.2/30788 levy:185.064
hdl:1774.2/30789 levy:079.130
hdl:1774.2/30790 levy:102.005
hdl:1774.2/30791 levy:123.081
hdl:1774.2/30792 levy:096.171
hdl:1774.2/30793 levy:191.018
hdl:1774.2/30794 levy:030.037
hdl:1774.2/30795 levy:048.058
hdl:1774.2/30796 levy:112.006
hdl:1774.2/30797 levy:132.015
hdl:1774.2/30798 levy:108.087
hdl:1774.2/30799 levy:074.139
hdl:1774.2/30800 levy:191a.202
hdl:1774.2/30801 levy:193.137
hdl:1774.2/30802 levy:077.003
hdl:1774.2/30803 levy:135.136
hdl:1774.2/30804 levy:186.036
hdl:1774.2/30805 levy:042.124a
hdl:1774.2/30806 levy:013.153
hdl:1774.2/30807 levy:142.038
hdl:1774.2/30808 levy:097.269
hdl:1774.2/30809 levy:110.153
hdl:1774.2/30810 levy:001.130
hdl:1774.2/30811 levy:148.164
hdl:1774.2/30812 levy:076.092
hdl:1774.2/30813 levy:025.064
hdl:1774.2/30814 levy:114.116
hdl:1774.2/30815 levy:191b.053
hdl:1774.2/30816 levy:152.006
hdl:1774.2/30817 levy:035.055
hdl:1774.2/30818 levy:118.018
hdl:1774.2/30819 levy:158.102a
hdl:1774.2/30820 levy:100.015
hdl:1774.2/30821 levy:108.074
hdl:1774.2/30822 levy:046.070
hdl:1774.2/30823 levy:076.087
hdl:1774.2/30824 levy:048.117
hdl:1774.2/30825 levy:080.141
hdl:1774.2/30826 levy:079.122
hdl:1774.2/30827 levy:075.010
hdl:1774.2/30828 levy:025.024
hdl:1774.2/30829 levy:176.096a
hdl:1774.2/30830 levy:180.057
hdl:1774.2/30831 levy:108.018
hdl:1774.2/30832 levy:155.129
hdl:1774.2/30833 levy:104.015
hdl:1774.2/30834 levy:087.075
hdl:1774.2/30835 levy:147.032
hdl:1774.2/30836 levy:158.106
hdl:1774.2/30837 levy:106.014
hdl:1774.2/30838 levy:104.067
hdl:1774.2/30839 levy:041.055
hdl:1774.2/30840 levy:004.034
hdl:1774.2/30841 levy:184.100
hdl:1774.2/30842 levy:054.140
hdl:1774.2/30843 levy:160.096
hdl:1774.2/30844 levy:004.053
hdl:1774.2/30845 levy:127.090
hdl:1774.2/30846 levy:091.057
hdl:1774.2/30847 levy:191a.004
hdl:1774.2/30848 levy:189.071a
hdl:1774.2/30849 levy:036.066
hdl:1774.2/30850 levy:170.018
hdl:1774.2/30851 levy:190.055
hdl:1774.2/30852 levy:083.019
hdl:1774.2/30853 levy:147.134
hdl:1774.2/30854 levy:044.009
hdl:1774.2/30855 levy:151.109
hdl:1774.2/30856 levy:146.171
hdl:1774.2/30857 levy:106.063
hdl:1774.2/30858 levy:097.254
hdl:1774.2/30859 levy:178.029
hdl:1774.2/30860 levy:158.221a
hdl:1774.2/30861 levy:100.077
hdl:1774.2/30862 levy:025.141
hdl:1774.2/30863 levy:109.021
hdl:1774.2/30864 levy:170.089
hdl:1774.2/30865 levy:166.106
hdl:1774.2/30866 levy:079.075
hdl:1774.2/30867 levy:153.172a
hdl:1774.2/30868 levy:060.045
hdl:1774.2/30869 levy:114.076
hdl:1774.2/30870 levy:164.048
hdl:1774.2/30871 levy:144.098
hdl:1774.2/30872 levy:081.063
hdl:1774.2/30873 levy:030.109
hdl:1774.2/30874 levy:190.099
hdl:1774.2/30875 levy:162.077a
hdl:1774.2/30876 levy:129.032
hdl:1774.2/30877 levy:111.145
hdl:1774.2/30878 levy:150.103
hdl:1774.2/30879 levy:155.126
hdl:1774.2/30880 levy:179.064
hdl:1774.2/30881 levy:087.096
hdl:1774.2/30882 levy:064.080
hdl:1774.2/30883 levy:006.006
hdl:1774.2/30884 levy:189.066
hdl:1774.2/30885 levy:086.047
hdl:1774.2/30886 levy:084.008
hdl:1774.2/30887 levy:155.004
hdl:1774.2/30888 levy:189.180b
hdl:1774.2/30889 levy:057.086
hdl:1774.2/30890 levy:065.047
hdl:1774.2/30891 levy:037.049
hdl:1774.2/30892 levy:004.116
hdl:1774.2/30893 levy:105.133
hdl:1774.2/30894 levy:036.029
hdl:1774.2/30895 levy:045.023
hdl:1774.2/30896 levy:109.079
hdl:1774.2/30897 levy:065.055
hdl:1774.2/30898 levy:008.074
hdl:1774.2/30899 levy:105.038
hdl:1774.2/30900 levy:191.219
hdl:1774.2/30901 levy:151.083
hdl:1774.2/30902 levy:142.070
hdl:1774.2/30903 levy:143.167
hdl:1774.2/30904 levy:080.139
hdl:1774.2/30905 levy:143.023a
hdl:1774.2/30906 levy:031.036
hdl:1774.2/30907 levy:138.111
hdl:1774.2/30908 levy:068.178
hdl:1774.2/30909 levy:073.010
hdl:1774.2/30910 levy:014.036
hdl:1774.2/30911 levy:108.124
hdl:1774.2/30912 levy:054.146
hdl:1774.2/30913 levy:191b.068
hdl:1774.2/30914 levy:179.029
hdl:1774.2/30915 levy:128.031
hdl:1774.2/30916 levy:154.044
hdl:1774.2/30917 levy:147.125
hdl:1774.2/30918 levy:191a.185
hdl:1774.2/30919 levy:174.123
hdl:1774.2/30920 levy:162.067
hdl:1774.2/30921 levy:094.175
hdl:1774.2/30922 levy:138.086
hdl:1774.2/30923 levy:191a.124
hdl:1774.2/30924 levy:083.117
hdl:1774.2/30925 levy:079.173
hdl:1774.2/30926 levy:076.123a
hdl:1774.2/30927 levy:025.088
hdl:1774.2/30928 levy:170.132
hdl:1774.2/30929 levy:179.017
hdl:1774.2/30930 levy:119.064
hdl:1774.2/30931 levy:105.006
hdl:1774.2/30932 levy:081.046
hdl:1774.2/30933 levy:167.058
hdl:1774.2/30934 levy:080.205
hdl:1774.2/30935 levy:160.121
hdl:1774.2/30936 levy:154a.177
hdl:1774.2/30937 levy:014.018
hdl:1774.2/30938 levy:184.073
hdl:1774.2/30939 levy:176.133
hdl:1774.2/30940 levy:006.062
hdl:1774.2/30941 levy:135.024
hdl:1774.2/30942 levy:080.119
hdl:1774.2/30943 levy:092.134
hdl:1774.2/30944 levy:047.046
hdl:1774.2/30945 levy:102.026
hdl:1774.2/30946 levy:096.214
hdl:1774.2/30947 levy:152.063
hdl:1774.2/30948 levy:181.110
hdl:1774.2/30949 levy:090.038
hdl:1774.2/30950 levy:187.023
hdl:1774.2/30951 levy:106.050
hdl:1774.2/30952 levy:047.025
hdl:1774.2/30953 levy:181.058
hdl:1774.2/30954 levy:012.123
hdl:1774.2/30955 levy:154a.124
hdl:1774.2/30956 levy:091.093
hdl:1774.2/30957 levy:014.001
hdl:1774.2/30958 levy:148.188
hdl:1774.2/30959 levy:162.070
hdl:1774.2/30960 levy:154.187a
hdl:1774.2/30961 levy:046.019
hdl:1774.2/30962 levy:132.142
hdl:1774.2/30963 levy:126.025
hdl:1774.2/30964 levy:161.069
hdl:1774.2/30965 levy:097.133
hdl:1774.2/30966 levy:153.014
hdl:1774.2/30967 levy:143.052
hdl:1774.2/30968 levy:108.093
hdl:1774.2/30969 levy:189.158
hdl:1774.2/30970 levy:068.160
hdl:1774.2/30971 levy:027.071
hdl:1774.2/30972 levy:183.005
hdl:1774.2/30973 levy:114.039
hdl:1774.2/30974 levy:003.128
hdl:1774.2/30975 levy:020.160
hdl:1774.2/30976 levy:166.065
hdl:1774.2/30977 levy:067.013
hdl:1774.2/30978 levy:189.116
hdl:1774.2/30979 levy:178.037
hdl:1774.2/30980 levy:134.075
hdl:1774.2/30981 levy:131.023
hdl:1774.2/30982 levy:134.054
hdl:1774.2/30983 levy:076.096
hdl:1774.2/30984 levy:181.133
hdl:1774.2/30985 levy:080.173a
hdl:1774.2/30986 levy:118.002
hdl:1774.2/30987 levy:045.069
hdl:1774.2/30988 levy:058.012
hdl:1774.2/30989 levy:067.021
hdl:1774.2/30990 levy:135.007
hdl:1774.2/30991 levy:061.109
hdl:1774.2/30992 levy:034.034
hdl:1774.2/30993 levy:000.005
hdl:1774.2/30994 levy:054.097
hdl:1774.2/30995 levy:188.011
hdl:1774.2/30996 levy:001.115
hdl:1774.2/30997 levy:171.083
hdl:1774.2/30998 levy:163.060
hdl:1774.2/30999 levy:064.100
hdl:1774.2/31000 levy:129.139
hdl:1774.2/31001 levy:015.023
hdl:1774.2/31002 levy:159.009
hdl:1774.2/31003 levy:117.038
hdl:1774.2/31004 levy:018.028
hdl:1774.2/31005 levy:074.070
hdl:1774.2/31006 levy:073.002
hdl:1774.2/31007 levy:144.036
hdl:1774.2/31008 levy:191.086
hdl:1774.2/31009 levy:076.037
hdl:1774.2/31010 levy:088.115
hdl:1774.2/31011 levy:109.145
hdl:1774.2/31012 levy:078.063
hdl:1774.2/31013 levy:051.106
hdl:1774.2/31014 levy:162.052
hdl:1774.2/31015 levy:112.013
hdl:1774.2/31016 levy:105.115
hdl:1774.2/31017 levy:157.137a
hdl:1774.2/31018 levy:036.084
hdl:1774.2/31019 levy:135.109
hdl:1774.2/31020 levy:041.072
hdl:1774.2/31021 levy:193.154
hdl:1774.2/31022 levy:110.143
hdl:1774.2/31023 levy:010.023
hdl:1774.2/31024 levy:012.004a
hdl:1774.2/31025 levy:146.094
hdl:1774.2/31026 levy:183.144
hdl:1774.2/31027 levy:029.046
hdl:1774.2/31028 levy:174.017
hdl:1774.2/31029 levy:122.099
hdl:1774.2/31030 levy:168.126
hdl:1774.2/31031 levy:088.118
hdl:1774.2/31032 levy:156.187
hdl:1774.2/31033 levy:060.093a
hdl:1774.2/31034 levy:027.108
hdl:1774.2/31035 levy:029.036
hdl:1774.2/31036 levy:028.052
hdl:1774.2/31037 levy:014.104
hdl:1774.2/31038 levy:014.075
hdl:1774.2/31039 levy:132.121
hdl:1774.2/31040 levy:156.039
hdl:1774.2/31041 levy:051.096
hdl:1774.2/31042 levy:011.039
hdl:1774.2/31043 levy:145.080
hdl:1774.2/31044 levy:007.022
hdl:1774.2/31045 levy:106.208
hdl:1774.2/31046 levy:158.052b
hdl:1774.2/31047 levy:191a.098
hdl:1774.2/31048 levy:133.027
hdl:1774.2/31049 levy:167.086
hdl:1774.2/31050 levy:040.080a
hdl:1774.2/31051 levy:173.072
hdl:1774.2/31052 levy:141.104
hdl:1774.2/31053 levy:104.155
hdl:1774.2/31054 levy:079.158
hdl:1774.2/31055 levy:118.016
hdl:1774.2/31056 levy:134.027
hdl:1774.2/31057 levy:193.283
hdl:1774.2/31058 levy:040.120
hdl:1774.2/31059 levy:177.011
hdl:1774.2/31060 levy:102.098
hdl:1774.2/31061 levy:093.014
hdl:1774.2/31062 levy:012.061
hdl:1774.2/31063 levy:015.111
hdl:1774.2/31064 levy:191.068
hdl:1774.2/31065 levy:135.030
hdl:1774.2/31066 levy:160.104
hdl:1774.2/31067 levy:165.069
hdl:1774.2/31068 levy:135.009
hdl:1774.2/31069 levy:028.170
hdl:1774.2/31070 levy:042.117a
hdl:1774.2/31071 levy:038.024
hdl:1774.2/31072 levy:142.021
hdl:1774.2/31073 levy:145.140
hdl:1774.2/31074 levy:079.224
hdl:1774.2/31075 levy:043.091a
hdl:1774.2/31076 levy:114.107
hdl:1774.2/31077 levy:034.010
hdl:1774.2/31078 levy:191.070
hdl:1774.2/31079 levy:023.044
hdl:1774.2/31080 levy:116.016
hdl:1774.2/31081 levy:142.106
hdl:1774.2/31082 levy:112.065
hdl:1774.2/31083 levy:078.204
hdl:1774.2/31084 levy:005.022
hdl:1774.2/31085 levy:131.127
hdl:1774.2/31086 levy:025.004
hdl:1774.2/31087 levy:035.063
hdl:1774.2/31088 levy:097.079
hdl:1774.2/31089 levy:159.094
hdl:1774.2/31090 levy:054.090
hdl:1774.2/31091 levy:011.096
hdl:1774.2/31092 levy:090.072
hdl:1774.2/31093 levy:140.116
hdl:1774.2/31094 levy:048.013
hdl:1774.2/31095 levy:179.076
hdl:1774.2/31096 levy:156.215
hdl:1774.2/31097 levy:086.042
hdl:1774.2/31098 levy:162.111
hdl:1774.2/31099 levy:036.050
hdl:1774.2/31100 levy:044.096
hdl:1774.2/31101 levy:041.090
hdl:1774.2/31102 levy:007.046
hdl:1774.2/31103 levy:176.129
hdl:1774.2/31104 levy:141.005
hdl:1774.2/31105 levy:078.147
hdl:1774.2/31106 levy:144.051
hdl:1774.2/31107 levy:153.078
hdl:1774.2/31108 levy:035.006
hdl:1774.2/31109 levy:095.079
hdl:1774.2/31110 levy:154a.165a
hdl:1774.2/31111 levy:001.039
hdl:1774.2/31112 levy:102.120
hdl:1774.2/31113 levy:098.038
hdl:1774.2/31114 levy:103.041a
hdl:1774.2/31115 levy:044.112
hdl:1774.2/31116 levy:088.106
hdl:1774.2/31117 levy:087.042
hdl:1774.2/31118 levy:145.098
hdl:1774.2/31119 levy:142.047
hdl:1774.2/31120 levy:056.086
hdl:1774.2/31121 levy:151.048
hdl:1774.2/31122 levy:059.146
hdl:1774.2/31123 levy:064.102
hdl:1774.2/31124 levy:155.031
hdl:1774.2/31125 levy:094.149
hdl:1774.2/31126 levy:131.024
hdl:1774.2/31127 levy:143.164
hdl:1774.2/31128 levy:166.052
hdl:1774.2/31129 levy:099.012
hdl:1774.2/31130 levy:020.156
hdl:1774.2/31131 levy:097.106
hdl:1774.2/31132 levy:068.051
hdl:1774.2/31133 levy:132.155
hdl:1774.2/31134 levy:082.079
hdl:1774.2/31135 levy:164.007
hdl:1774.2/31136 levy:040.065
hdl:1774.2/31137 levy:122.081
hdl:1774.2/31138 levy:038.003
hdl:1774.2/31139 levy:096.213
hdl:1774.2/31140 levy:016.131
hdl:1774.2/31141 levy:154a.032
hdl:1774.2/31142 levy:135.093
hdl:1774.2/31143 levy:193.263
hdl:1774.2/31144 levy:106.123
hdl:1774.2/31145 levy:082.063
hdl:1774.2/31146 levy:177.055
hdl:1774.2/31147 levy:154a.071
hdl:1774.2/31148 levy:137.012
hdl:1774.2/31149 levy:001.064
hdl:1774.2/31150 levy:173.088
hdl:1774.2/31151 levy:158.006
hdl:1774.2/31152 levy:191a.142
hdl:1774.2/31153 levy:011.043
hdl:1774.2/31154 levy:039.021
hdl:1774.2/31155 levy:190.173
hdl:1774.2/31156 levy:063.014b
hdl:1774.2/31157 levy:164.121
hdl:1774.2/31158 levy:106.201
hdl:1774.2/31159 levy:027.068
hdl:1774.2/31160 levy:016.071
hdl:1774.2/31161 levy:189.172a
hdl:1774.2/31162 levy:154.122
hdl:1774.2/31163 levy:143.075
hdl:1774.2/31164 levy:114.174
hdl:1774.2/31165 levy:029.033
hdl:1774.2/31166 levy:128.141
hdl:1774.2/31167 levy:135.082
hdl:1774.2/31168 levy:132.068
hdl:1774.2/31169 levy:147.100
hdl:1774.2/31170 levy:185.108
hdl:1774.2/31171 levy:049.052
hdl:1774.2/31172 levy:142.105
hdl:1774.2/31173 levy:058.118
hdl:1774.2/31174 levy:118.028
hdl:1774.2/31175 levy:006.032
hdl:1774.2/31176 levy:058.134
hdl:1774.2/31177 levy:191.062
hdl:1774.2/31178 levy:040.017
hdl:1774.2/31179 levy:079.029a
hdl:1774.2/31180 levy:049.109
hdl:1774.2/31181 levy:097.161
hdl:1774.2/31182 levy:141.112
hdl:1774.2/31183 levy:176.063
hdl:1774.2/31184 levy:010.014
hdl:1774.2/31185 levy:087.100
hdl:1774.2/31186 levy:157.067
hdl:1774.2/31187 levy:115.011
